,meshcode,fromlinkno,tolinkno,snodeno,tnodeno,enodeno,day,shour,ehour,sdate,edate,cartype,carwait,carthaba,carthigh,geometry
48,513244,150,3728,165,4995,4997,100000000,0000,2400,0101,1231,0,0,0,0,
49,513244,151,3728,4996,4995,4997,100000000,0000,2400,0101,1231,0,0,0,0,
50,513244,153,8088,5023,157,2020,100000000,0000,2400,0101,1231,0,0,0,0,
51,513244,154,1111,115,116,265,100000000,0600,2400,0101,1231,0,0,0,0,
52,513244,154,1387,115,116,5324,100000000,0600,2400,0101,1231,0,0,0,0,
53,513244,154,3900,115,116,5330,100000000,0600,2400,0101,1231,0,0,0,0,
54,513244,160,1111,117,116,265,100000000,0600,2400,0101,1231,0,0,0,0,
55,513244,160,1387,117,116,5324,100000000,0600,2400,0101,1231,0,0,0,0,
56,513244,160,3900,117,116,5330,100000000,0600,2400,0101,1231,0,0,0,0,
57,513244,161,992,5023,128,523,100000000,0700,0900,0101,1231,0,0,0,0,
58,513244,167,6566,1019,1410,4091,100000000,0730,0900,0101,1231,0,0,0,0,
59,513244,169,8906,1604,1603,7341,100000000,0730,0900,0101,1231,0,0,0,0,
60,513244,170,61,2142,2143,2141,100000000,0000,2400,0101,1231,0,0,0,0,
61,513244,170,8523,2143,2142,7163,100000000,0000,2400,0101,1231,0,0,0,0,
62,513244,171,408,263,1612,3903,100000000,0000,2400,0101,1231,0,0,0,0,
63,513244,180,6566,2684,1410,4091,100000000,0730,0900,0101,1231,0,0,0,0,
64,513244,196,118,3586,2116,2141,100000000,0000,2400,0101,1231,0,0,0,0,
65,513244,200,9511,1552,4016,7730,100000000,0000,2400,0101,1231,0,0,0,0,
66,513244,202,9511,4018,4016,7730,100000000,0000,2400,0101,1231,0,0,0,0,
67,513244,213,4430,1019,6181,2685,100000000,0000,2400,0101,1231,0,0,0,0,
68,513244,214,4430,1407,6181,2685,100000000,0000,2400,0101,1231,0,0,0,0,
69,513244,215,6315,201,202,3599,100000000,0700,0900,0101,1231,0,0,0,0,
70,513244,219,6314,202,222,3598,100000000,0000,2400,0101,1231,0,0,0,0,
71,513244,219,6315,222,202,3599,100000000,0700,0900,0101,1231,0,0,0,0,
72,513244,221,4987,193,224,11,100000000,0000,2400,0101,1231,0,0,0,0,
73,513244,222,3006,229,228,2955,100000000,0700,0900,0101,1231,0,0,0,0,
74,513244,226,6737,327,274,4413,011111000,0730,0900,0101,1231,0,0,0,0,
75,513244,226,8836,327,274,7283,100000000,0000,2400,0101,1231,0,0,0,0,
76,513244,226,8840,274,327,7283,100000000,0000,2400,0101,1231,0,0,0,0,
77,513244,230,723,353,354,412,100000000,0000,2400,0101,1231,0,0,0,0,
78,513244,231,6707,354,355,413,100000000,0000,2400,0101,1231,0,0,0,0,
79,513244,232,36,408,126,3577,100000000,0000,2400,0101,1231,0,0,0,0,
80,513244,232,103,408,126,124,100000000,0000,2400,0101,1231,0,0,0,0,
81,513244,235,723,413,412,354,100000000,0000,2400,0101,1231,0,0,0,0,
82,513244,245,5746,1659,1658,2836,100000000,0700,0900,0101,1231,0,0,0,0,
83,513244,247,5740,1829,1830,1828,100000000,0700,0900,0101,1231,0,0,0,0,
84,513244,252,6400,218,196,3762,011111000,0730,0830,0101,1231,0,0,0,0,
85,513244,253,6707,2327,413,355,100000000,0000,2400,0101,1231,0,0,0,0,
86,513244,253,8422,2327,413,7100,100000000,0000,2400,0101,1231,0,0,0,0,
87,513244,254,253,355,2327,413,100000000,0000,2400,0101,1231,0,0,0,0,
88,513244,263,5744,2835,2834,2827,100000000,0700,0900,0101,1231,0,0,0,0,
89,513244,265,5896,2924,231,1259,100000000,0700,0900,0101,1231,0,0,0,0,
90,513244,269,1164,2952,228,3659,100000000,0700,0900,0101,1231,0,0,0,0,
91,513244,269,2285,228,2952,2951,100000000,0700,0900,0101,1231,0,0,0,0,
92,513244,272,3037,3061,408,76,100000000,0000,2400,0101,1231,0,0,0,0,
93,513244,276,226,3133,327,274,100000000,0000,2400,0101,1231,0,0,0,0,
94,513244,288,1641,3316,276,280,100000000,0000,2400,0101,1231,0,0,0,0,
95,513244,290,3596,327,3324,1128,100000000,0000,2400,0101,1231,0,0,0,0,
96,513244,290,8840,3324,327,7283,100000000,0000,2400,0101,1231,0,0,0,0,
97,513244,291,3596,328,3324,1128,100000000,0000,2400,0101,1231,0,0,0,0,
98,513244,292,9716,383,3418,7965,100000000,1730,2400,0101,1231,0,0,0,0,
99,513244,292,9716,383,3418,7965,100000000,0000,0800,0101,1231,0,0,0,0,
100,513244,301,6357,3675,230,3676,100000000,0700,0900,0101,1231,0,0,0,0,
101,513244,304,5746,3689,1658,2836,100000000,0700,0900,0101,1231,0,0,0,0,
102,513244,305,3240,1659,3691,3690,100000000,0000,2400,0101,1231,0,0,0,0,
103,513244,305,6369,3691,1659,3690,100000000,0000,2400,0101,1231,0,0,0,0,
104,513244,308,6381,3699,195,3709,011111000,0730,0830,0101,1231,0,0,0,0,
105,513244,310,3245,2173,3702,3707,100000000,0000,2400,0101,1231,0,0,0,0,
106,513244,311,3245,194,3702,3707,100000000,0000,2400,0101,1231,0,0,0,0,
107,513244,313,3277,3714,219,3777,011111000,0730,0830,0101,1231,0,0,0,0,
108,513244,315,3453,189,3724,4241,011111000,0730,0830,0101,1231,0,0,0,0,
109,513244,316,3453,190,3724,4241,011111000,0730,0830,0101,1231,0,0,0,0,
